ID,RiskScore
0,32.24877765168311
1,58.131571741905354
2,31.00350273521261
3,34.32157503749447
4,36.83879184360821
5,72.86268468618916
6,31.124882464624285
7,30.650662994280577
8,30.571103780535047
9,61.470403690739914
10,53.31211385831814
11,28.422785835269007
12,48.20374528513016
13,38.25544112780668
14,53.483926729186194
15,62.458579283987085
16,30.201526924372306
17,29.295314400347614
18,67.30952261007214
19,56.268227315303875
20,75.94803448538273
21,31.5646284165788
22,64.71146043685414
23,34.02283332068926
24,55.439303706943356
25,31.507363685550867
26,33.263271348323045
27,30.13330180386239
28,55.66300484937721
29,74.39429577271333
30,31.309742490161074
31,63.76298927616604
32,31.693822936594508
33,28.718236185336973
34,38.91190449162871
35,37.29060084108364
36,67.58423794411874
37,56.231669752850934
38,45.579687303366455
39,70.73272718917976
40,63.92444624013259
41,58.043426855570104
42,75.43703849497327
43,29.11494140590052
44,44.730983289573686
45,28.936182418887803
46,33.652011408949576
47,70.99563833801248
48,31.999122205627167
49,35.61123459405981
50,61.081900850991474
51,58.75122189194293
52,53.06328816378883
53,37.255955370934075
54,29.72941838244763
55,31.539838607578485
56,74.41709773175727
57,39.861204421334946
58,43.79971034492449
59,57.979881784708965
60,73.6950700373026
61,50.606537787057654
62,28.939280697458525
63,79.85736297355696
64,29.282137503466153
65,30.98791411155224
66,57.146437060745804
67,64.62675270815456
68,38.31992043203158
69,63.96850726430995
70,39.337877281862895
71,41.647502238125405
72,49.03737934609969
73,65.2025631591903
74,57.07221515030034
75,61.18837810433006
76,66.11919960589654
77,27.95258221129144
78,49.59088841961964
79,62.29212412553028
80,67.60586530233152
81,62.26823148975688
82,57.6811018297562
83,36.57297116425533
84,69.29838255234611
85,70.32835963488316
86,58.671262682140394
87,27.55630237593558
88,56.67313527079517
89,75.4022796566438
90,31.93099911846998
91,60.3492176880517
92,34.94108836360134
93,30.924154219108722
94,39.76618444472414
95,37.619823249724035
96,35.11030696770285
97,64.1553804349755
98,33.6043143930898
99,64.48962371466068
100,34.78081939001999
101,33.53757773827952
102,70.85907090110106
103,73.73837251797596
104,30.53930269380588
105,85.70812010861866
106,68.90851020106231
107,69.44884397411447
108,36.303215663094186
109,74.76580852248594
110,48.830002004286335
111,64.04522335821915
112,78.6993990009433
113,69.68524133532497
114,64.24097068201793
115,33.46745058841148
116,72.00085195263186
117,56.332078066692375
118,36.310155726128656
119,44.8431043074321
120,32.75081785650564
121,72.20707942285497
122,29.86012452134223
123,58.730380396515685
124,31.292675650551622
125,68.33645287539338
126,29.93170887040553
127,28.74618550161008
128,35.16968684201568
129,77.30247975719581
130,30.098080985214438
131,65.35273156633497
132,72.11113918560173
133,79.09596159385603
134,32.072785055806605
135,33.60359645616289
136,26.96819738908274
137,31.901414616022226
138,36.96659104074969
139,39.379852539118566
140,49.463861135737965
141,51.68295710615856
142,27.066865430332342
143,27.145537738707045
144,69.55006265274008
145,31.29657784075516
146,55.22694103274008
147,73.0346222872378
148,69.18086296056377
149,70.23974208979672
150,38.64008346008571
151,30.503234449354732
152,72.08649752710959
153,44.75570617202413
154,59.74972464221732
155,39.04784837357226
156,65.8389936990191
157,68.54607783208391
158,61.499446890591294
159,67.04910992282905
160,53.13926887785578
161,31.069413180435312
162,65.24552332918522
163,35.06944414989057
164,45.447853992931016
165,54.102317541047405
166,29.203024852631
167,48.22146464598885
168,34.498294674534264
169,26.721174801017604
170,36.09202059669386
171,35.66402849314914
172,63.85350007753715
173,41.29960894942322
174,33.56203781811418
175,38.90978947966998
176,67.16694896962154
177,42.714378152619496
178,52.43421726681759
179,69.37551431277319
180,40.368182887190635
181,35.445205459610264
182,70.21428470663298
183,43.26499013033702
184,76.04366523717164
185,69.86081136481513
186,69.64463273831431
187,67.16232488394002
188,36.13054553203905
189,27.937798319863596
190,31.765155680624517
191,72.36043026812123
192,61.60238979940491
193,32.829587440801646
194,63.801713729282234
195,29.706586531405794
196,31.660337500910863
197,62.604922921285635
198,74.46641473379626
199,34.52233946413376
200,29.223111221998117
201,59.82567781216066
202,30.72162724395982
203,33.50976776891446
204,72.8856501987146
205,63.287792592046635
206,61.43763286809012
207,53.02948984110181
208,57.069912374009746
209,72.67127651180483
210,26.805411313474163
211,27.780045702164557
212,68.8750524267287
213,66.48687768261678
214,38.700731561850134
215,57.2800433114694
216,69.57075630409325
217,75.93206535675334
218,55.409771146896475
219,30.40498865224878
220,33.00127235823102
221,34.08431624684237
222,31.506622909289227
223,59.468969222350395
224,29.149493346276014
225,66.66992701183173
226,55.755159247036964
227,31.78402506515939
228,34.43538818173062
229,38.603330886882006
230,42.553269459874365
231,53.71953064744206
232,55.49025078263476
233,61.221590422839654
234,68.84213668740875
235,37.54438097978034
236,30.78165570917691
237,53.87099719932627
238,63.11087945598707
239,29.864209188547196
240,63.58980126720685
241,67.64555210856831
242,49.446523547718144
243,66.67031543325058
244,65.35445605660678
245,68.6727619336763
246,26.838711872951297
247,40.87856242153488
248,77.50044034067662
249,28.761954245118808
250,62.31953558335616
251,32.39340219887973
252,52.20992434217344
253,38.76575207119815
254,52.883787280201965
255,36.18359090136812
256,56.60580960694039
257,65.86633813320132
258,64.31193623539623
259,35.58975111894046
260,50.81778710037734
261,49.31205042385054
262,28.613985253222
263,77.01848317789644
264,60.18712999293014
265,25.357257237199658
266,42.58951599175291
267,22.873459187390736
268,66.99303037920112
269,78.70771924637428
270,70.2733110769818
271,70.59763463128903
272,34.24904131521791
273,48.76372898719379
274,27.729255696209105
275,38.4917683158058
276,65.54044692827229
277,30.833563684179694
278,62.33220501042587
279,27.489758538659107
280,63.01825128427538
281,59.89679672609776
282,63.87056849115713
283,57.65849084781109
284,34.82665811680554
285,32.77054445353772
286,29.644087500521792
287,72.75074002583735
288,52.63328280291284
289,32.34820772778678
290,62.36269600957151
291,36.62266037091547
292,55.683535773140775
293,66.48179705003494
294,33.03384998743164
295,69.96288449935881
296,63.91482699396623
297,31.513727358603646
298,35.648830013871226
299,73.75248065376888
300,49.783431270506156
301,68.47483271961758
302,54.99899945221979
303,34.02189368167265
304,59.12290102911926
305,31.035901750444996
306,34.981010468415334
307,68.74337614490112
308,61.54172981654315
309,30.072385920206287
310,62.88305901440667
311,57.11954286158965
312,56.178010280706616
313,38.58762652904896
314,63.707686969190085
315,75.66972507576313
316,41.65854834514294
317,35.602961826711336
318,67.5141481693745
319,33.05125321467131
320,30.756820724227858
321,31.63731875588188
322,73.73208703049008
323,71.6488333480296
324,83.06871256503646
325,29.56511239883914
326,74.84979218970359
327,31.726842011077245
328,42.935145024530186
329,30.332846068929804
330,56.57141466165352
331,83.93711826105715
332,24.833044477408535
333,65.33377539014089
334,58.82782974268048
335,59.43853767382982
336,59.76607087418209
337,34.40491780805368
338,32.24631976043436
339,51.88921154567184
340,73.2123781160831
341,73.45448669619051
342,69.44901702215252
343,63.180049300568356
344,33.26132455442587
345,32.626863762830745
346,46.77529341797749
347,38.10100023807518
348,39.0893334784309
349,26.641852283657578
350,41.21537040597573
351,32.678178634591156
352,66.82422129506564
353,30.725400610504114
354,33.594022895902796
355,32.23608623067646
356,29.469951533821668
357,33.56894742386481
358,27.984817630838727
359,69.07531647033893
360,26.171645359992166
361,25.786642594090264
362,33.75633051093486
363,64.02135083798547
364,54.09361504973725
365,55.584088923851404
366,52.35153771443901
367,33.8283202002808
368,72.87044255971549
369,43.28416820107601
370,38.462775882975265
371,33.527230571374616
372,33.00411384915468
373,68.19424516187132
374,57.2595776805577
375,36.06620525476194
376,31.938218153526456
377,61.796181827171445
378,48.146600871788436
379,74.68007681531115
380,33.537144758064855
381,29.260470818031735
382,59.351215796496945
383,68.91491511499056
384,56.18726577569175
385,65.02166153452902
386,28.589355178278623
387,26.69822779221032
388,63.58820557579345
389,31.0940827036884
390,65.10745731634628
391,66.96772794309999
392,60.708929520819225
393,41.45265639512389
394,66.35457735557688
395,65.61250241995285
396,34.02514007190198
397,29.69618358770387
398,71.91436182033625
399,30.11301298921909
400,58.94936221808268
401,62.97396181819916
402,28.324366658181397
403,64.66241387933806
404,64.2987576258584
405,59.494272399326995
406,30.65350857367053
407,65.04491574990608
408,54.74131356824482
409,32.555431145416584
410,32.19936364296477
411,42.0717777514931
412,33.89731549975511
413,30.509470646941736
414,57.744361984830945
415,41.785819300751506
416,48.37185576149252
417,37.696754548119664
418,34.09695843591203
419,58.211205808598315
420,29.193235431407285
421,40.01159191639702
422,31.62222384045674
423,63.6348322577162
424,28.538259240061763
425,55.85327818180838
426,30.642560011322857
427,33.47566583879245
428,57.76424079217949
429,32.09178151911303
430,58.672394424122466
431,31.034461047131494
432,64.6539471178753
433,71.319771829025
434,68.31715084974834
435,57.732677468475394
436,27.986789092006624
437,64.0053079566405
438,40.61674540288476
439,49.476602369991696
440,70.2670022668203
441,30.652762098952415
442,73.80753991798638
443,59.49097748596853
444,69.35743038611554
445,68.61133711997313
446,64.28196565455912
447,35.098176367701335
448,64.92549554894522
449,79.18301804521019
450,69.00676657930649
451,73.61466093437257
452,30.786063948249257
453,61.773311385587974
454,65.37269180017532
455,30.687086373332114
456,40.91612101772003
457,60.853216542460494
458,33.04236037277344
459,58.226995348670954
460,33.0920095486736
461,35.79805545217535
462,30.692568824659734
463,52.08253342430502
464,30.440992764606406
465,36.79712450870868
466,32.63520087846511
467,70.32013567254927
468,39.18807219509011
469,75.68291179732759
470,62.82307646971653
471,70.34676272238826
472,37.00637350602373
473,34.71842052569187
474,31.50989659250195
475,65.03491917835342
476,32.068007679559884
477,69.46667574653769
478,30.011697582246192
